@relation 'XXXXXXL2 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
200,'\'(55.2-67.6]\'',kobieta,13,578.75,0,8,48,zly
300,'\'(67.6-inf)\'',kobieta,13,1300,0,195,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,1800,0,162,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,850,3,67,48,dobry
200,'\'(-inf-30.4]\'',kobieta,17,1200,4,166,15,dobry
350,'\'(55.2-67.6]\'',mezczyzna,13,1601.87,0,45,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1700,3,309,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,4,24,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,910,4,69,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,2094.17,0,243,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1000,1,42,20,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1200.29,1,21,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1280,4,16,48,dobry
300,'\'(30.4-42.8]\'',kobieta,11,1286.16,0,118,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1216,4,142,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1900,4,151,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,11,2200,0,42,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1770,4,89,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1501,0,142,48,zly
200,'\'(67.6-inf)\'',kobieta,13,722.05,3,199,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,1235,0,33,48,dobry
385.97,'\'(42.8-55.2]\'',kobieta,11,1721.7,4,121,48,dobry
903.23,'\'(30.4-42.8]\'',kobieta,11,1900,3,181,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,1800,0,262,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,1963.88,3,5,0,dobry
400,'\'(30.4-42.8]\'',mezczyzna,11,3898,0,182,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1870,0,85,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1239.98,1,258,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,984.34,3,17,3,dobry
500,'\'(-inf-30.4]\'',kobieta,12,1447,4,21,3,dobry
700,'\'(-inf-30.4]\'',mezczyzna,16,1278,0,78,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,810,4,32,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1730.13,2,195,48,dobry
322.07,'\'(30.4-42.8]\'',kobieta,11,2709.34,4,183,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,2899.34,0,122,48,dobry
227.08,'\'(55.2-67.6]\'',kobieta,11,1906.42,2,214,48,dobry
561.15,'\'(67.6-inf)\'',kobieta,13,1072,4,154,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,1400,0,54,48,zly
600,'\'(55.2-67.6]\'',kobieta,13,1050,4,140,48,dobry
600,'\'(-inf-30.4]\'',mezczyzna,11,2700,4,64,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,728,4,101,31,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1634,2,11,0,dobry
500,'\'(-inf-30.4]\'',mezczyzna,17,1896,0,34,0,zly
300,'\'(-inf-30.4]\'',mezczyzna,12,1029,0,3,7,zly
1500,'\'(55.2-67.6]\'',mezczyzna,98,3000,1,69,48,dobry
1070,'\'(67.6-inf)\'',kobieta,13,2421.55,0,248,48,dobry
250,'\'(-inf-30.4]\'',mezczyzna,98,3000,0,13,48,zly
200,'\'(42.8-55.2]\'',mezczyzna,11,1566.82,0,353,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,1820,4,69,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,907,2,237,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1100,1,33,27,dobry
400,'\'(30.4-42.8]\'',kobieta,11,1239.05,1,206,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1865,1,19,2,dobry
400,'\'(42.8-55.2]\'',kobieta,98,3000,0,85,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,2400,3,114,48,dobry
300,'\'(-inf-30.4]\'',kobieta,11,901,3,40,48,zly
300,'\'(55.2-67.6]\'',mezczyzna,13,2110,4,102,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1015,4,110,48,zly
400,'\'(42.8-55.2]\'',kobieta,11,2368.57,2,415,48,dobry
300,'\'(30.4-42.8]\'',kobieta,11,2505,0,165,48,dobry
200,'\'(55.2-67.6]\'',kobieta,17,1100,2,27,7,dobry
255.49,'\'(42.8-55.2]\'',kobieta,16,1072.89,4,123,48,dobry
200,'\'(42.8-55.2]\'',kobieta,99,1100,1,51,0,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1400,0,249,48,dobry
200,'\'(42.8-55.2]\'',kobieta,99,598,0,1,4,dobry
200,'\'(67.6-inf)\'',kobieta,13,1000,0,213,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,785,0,64,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1900,0,122,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,2700,4,122,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,3100,4,122,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1800,4,53,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1493.98,3,365,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,932.34,4,399,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1443,4,33,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,6125.99,0,387,48,zly
300,'\'(-inf-30.4]\'',kobieta,12,1300,3,7,4,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1500,3,3,0,dobry
492.01,'\'(30.4-42.8]\'',kobieta,98,4000,4,18,48,dobry
400,'\'(42.8-55.2]\'',kobieta,16,1362,4,29,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1244.77,4,39,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1872,4,34,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,1340,0,163,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1573,0,89,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1030.71,0,264,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,1052.34,0,54,48,zly
800,'\'(-inf-30.4]\'',mezczyzna,98,1000,0,2,48,zly
200,'\'(42.8-55.2]\'',kobieta,98,2200,4,25,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1637,0,52,48,dobry
395.77,'\'(55.2-67.6]\'',kobieta,13,1668,4,92,48,dobry
201.4,'\'(55.2-67.6]\'',kobieta,13,1107,2,14,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1048.27,0,2,17,dobry
300,'\'(55.2-67.6]\'',kobieta,13,2282,0,25,48,dobry
417,'\'(-inf-30.4]\'',kobieta,11,1500,0,24,48,zly
300,'\'(55.2-67.6]\'',kobieta,16,634.64,3,137,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,11,2327.94,0,34,48,dobry
575.74,'\'(30.4-42.8]\'',mezczyzna,11,2050,4,119,48,dobry
300,'\'(42.8-55.2]\'',kobieta,98,911,4,99,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,992.96,0,11,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,700,0,21,3,zly
300,'\'(-inf-30.4]\'',mezczyzna,11,1000,4,57,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,865,4,128,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,1,37,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,992.84,4,122,48,dobry
200,'\'(55.2-67.6]\'',kobieta,99,780,0,0,2,dobry
500,'\'(55.2-67.6]\'',mezczyzna,11,2100,3,189,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1370,3,76,48,dobry
371.45,'\'(55.2-67.6]\'',mezczyzna,13,1500,4,23,48,dobry
200,'\'(-inf-30.4]\'',kobieta,12,980,4,10,1,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1300,1,68,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,1700,3,199,48,dobry
1283.66,'\'(42.8-55.2]\'',kobieta,11,1638,0,318,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,1000,0,103,48,zly
500,'\'(55.2-67.6]\'',kobieta,13,1310,0,79,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,16,1045,3,201,48,dobry
600,'\'(30.4-42.8]\'',kobieta,12,1540,1,39,1,dobry
200,'\'(55.2-67.6]\'',kobieta,11,983.97,2,78,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1038.68,0,20,6,dobry
295.24,'\'(42.8-55.2]\'',kobieta,12,1032,4,38,3,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,3300,0,239,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,977,0,0,3,zly
200,'\'(42.8-55.2]\'',kobieta,16,848.27,0,176,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,815,1,146,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1255,0,183,48,zly
246.99,'\'(42.8-55.2]\'',kobieta,11,1400,4,163,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1521,0,20,11,dobry
400,'\'(30.4-42.8]\'',kobieta,11,980.11,1,45,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1800,0,53,48,dobry
500,'\'(42.8-55.2]\'',kobieta,17,990,0,72,14,dobry
400,'\'(55.2-67.6]\'',mezczyzna,11,2600,0,136,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1460.17,1,61,48,dobry
450,'\'(67.6-inf)\'',mezczyzna,13,2000,4,44,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1151,0,365,48,zly
400,'\'(55.2-67.6]\'',mezczyzna,16,1473.04,1,167,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,720,1,235,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1327.87,0,15,48,zly
200,'\'(42.8-55.2]\'',kobieta,16,749.28,4,65,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1420,0,53,48,dobry
895.59,'\'(42.8-55.2]\'',mezczyzna,11,2500,0,206,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,0,163,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,962,0,65,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1426,4,78,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1100,1,106,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,967.64,3,323,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,3700,4,26,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1772.53,1,284,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1016,0,191,48,dobry
348.19,'\'(55.2-67.6]\'',mezczyzna,11,2947,4,53,48,zly
407.31,'\'(67.6-inf)\'',kobieta,16,980,4,132,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1362,4,56,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,2100,1,162,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1900,4,89,48,dobry
328,'\'(55.2-67.6]\'',mezczyzna,12,1000,4,12,2,dobry
328.32,'\'(42.8-55.2]\'',kobieta,12,1000,4,32,3,dobry
277.34,'\'(30.4-42.8]\'',kobieta,11,1770,4,88,48,dobry
500,'\'(55.2-67.6]\'',kobieta,11,2249.14,0,244,48,zly
350,'\'(67.6-inf)\'',mezczyzna,13,1519,1,257,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,2080,0,322,48,dobry
200,'\'(42.8-55.2]\'',kobieta,17,1079,0,29,9,dobry
200,'\'(55.2-67.6]\'',kobieta,98,980,3,9,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1577.42,1,207,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,2066,4,130,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,580,4,120,48,zly
600,'\'(42.8-55.2]\'',kobieta,11,3200,4,54,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,670,4,9,3,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,4,118,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,11,1300,4,45,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2291,1,71,48,dobry
284.19,'\'(30.4-42.8]\'',kobieta,98,1200,4,46,48,dobry
